downstep	lexical_tone	ip_boundary	vowel_number_in_utterance	phone_label	text_name	word_label	utterance_label	utterance_num_within_text
	H		10	ɔ	sxw-T0064-texts-un	oklotɔtɔ	e ba mɔ̃ va sɔ ɖe. oklotɔtɔ tʃã ba mɔ̃ lo tɔ nɔ̃ gbɔ̃ɔ̃ a mɔ̃ va ji vwɛ.	10
	H		11	a	sxw-T0064-texts-un	tʃa	e ba mɔ̃ va sɔ ɖe. oklotɔtɔ tʃã ba mɔ̃ lo tɔ nɔ̃ gbɔ̃ɔ̃ a mɔ̃ va ji vwɛ.	10
	H		12	a	sxw-T0064-texts-un	ba	e ba mɔ̃ va sɔ ɖe. oklotɔtɔ tʃã ba mɔ̃ lo tɔ nɔ̃ gbɔ̃ɔ̃ a mɔ̃ va ji vwɛ.	10
	L		13	ɔ	sxw-T0064-texts-un	mɔ	e ba mɔ̃ va sɔ ɖe. oklotɔtɔ tʃã ba mɔ̃ lo tɔ nɔ̃ gbɔ̃ɔ̃ a mɔ̃ va ji vwɛ.	10
	H		14	o	sxw-T0064-texts-un	lo	e ba mɔ̃ va sɔ ɖe. oklotɔtɔ tʃã ba mɔ̃ lo tɔ nɔ̃ gbɔ̃ɔ̃ a mɔ̃ va ji vwɛ.	10
!	H		15	ɔ	sxw-T0064-texts-un	tɔ	e ba mɔ̃ va sɔ ɖe. oklotɔtɔ tʃã ba mɔ̃ lo tɔ nɔ̃ gbɔ̃ɔ̃ a mɔ̃ va ji vwɛ.	10
	Ø	%	16	ɔ	sxw-T0064-texts-un	nɔ	e ba mɔ̃ va sɔ ɖe. oklotɔtɔ tʃã ba mɔ̃ lo tɔ nɔ̃ gbɔ̃ɔ̃ a mɔ̃ va ji vwɛ.	10
	H		17	ɔ	sxw-T0064-texts-un	gbɔɔ	e ba mɔ̃ va sɔ ɖe. oklotɔtɔ tʃã ba mɔ̃ lo tɔ nɔ̃ gbɔ̃ɔ̃ a mɔ̃ va ji vwɛ.	10
	H		18	ɔ	sxw-T0064-texts-un	gbɔɔ	e ba mɔ̃ va sɔ ɖe. oklotɔtɔ tʃã ba mɔ̃ lo tɔ nɔ̃ gbɔ̃ɔ̃ a mɔ̃ va ji vwɛ.	10
	H		19	a	sxw-T0064-texts-un	a	e ba mɔ̃ va sɔ ɖe. oklotɔtɔ tʃã ba mɔ̃ lo tɔ nɔ̃ gbɔ̃ɔ̃ a mɔ̃ va ji vwɛ.	10
	L		20	ɔ	sxw-T0064-texts-un	mɔ	e ba mɔ̃ va sɔ ɖe. oklotɔtɔ tʃã ba mɔ̃ lo tɔ nɔ̃ gbɔ̃ɔ̃ a mɔ̃ va ji vwɛ.	10
	L		21	a	sxw-T0064-texts-un	va	e ba mɔ̃ va sɔ ɖe. oklotɔtɔ tʃã ba mɔ̃ lo tɔ nɔ̃ gbɔ̃ɔ̃ a mɔ̃ va ji vwɛ.	10
	Ø		22	i	sxw-T0064-texts-un	ji	e ba mɔ̃ va sɔ ɖe. oklotɔtɔ tʃã ba mɔ̃ lo tɔ nɔ̃ gbɔ̃ɔ̃ a mɔ̃ va ji vwɛ.	10
	L	utt%	23	ɛ	sxw-T0064-texts-un	vwɛ	e ba mɔ̃ va sɔ ɖe. oklotɔtɔ tʃã ba mɔ̃ lo tɔ nɔ̃ gbɔ̃ɔ̃ a mɔ̃ va ji vwɛ.	10
	Ø		1	ɛ	sxw-T0064-texts-un	ɛmɛ	ɛmɛ̃ nĩ xwa nɔ̃ je tʃã, ba mɔ̃ lo xwa nɔ̃ gbɔ̃ɔ̃ a bo va ji vwɛ.	11
	Ø		2	ɛ	sxw-T0064-texts-un	ɛmɛ	ɛmɛ̃ nĩ xwa nɔ̃ je tʃã, ba mɔ̃ lo xwa nɔ̃ gbɔ̃ɔ̃ a bo va ji vwɛ.	11
	H		3	i	sxw-T0064-texts-un	ni	ɛmɛ̃ nĩ xwa nɔ̃ je tʃã, ba mɔ̃ lo xwa nɔ̃ gbɔ̃ɔ̃ a bo va ji vwɛ.	11
	Ø		4	a	sxw-T0064-texts-un	xwa	ɛmɛ̃ nĩ xwa nɔ̃ je tʃã, ba mɔ̃ lo xwa nɔ̃ gbɔ̃ɔ̃ a bo va ji vwɛ.	11
	Ø		5	ɔ	sxw-T0064-texts-un	nɔ	ɛmɛ̃ nĩ xwa nɔ̃ je tʃã, ba mɔ̃ lo xwa nɔ̃ gbɔ̃ɔ̃ a bo va ji vwɛ.	11
	Ø		6	e	sxw-T0064-texts-un	je	ɛmɛ̃ nĩ xwa nɔ̃ je tʃã, ba mɔ̃ lo xwa nɔ̃ gbɔ̃ɔ̃ a bo va ji vwɛ.	11
!	H	top%	7	a	sxw-T0064-texts-un	tʃa	ɛmɛ̃ nĩ xwa nɔ̃ je tʃã, ba mɔ̃ lo xwa nɔ̃ gbɔ̃ɔ̃ a bo va ji vwɛ.	11
	L		8	a	sxw-T0064-texts-un	ba	ɛmɛ̃ nĩ xwa nɔ̃ je tʃã, ba mɔ̃ lo xwa nɔ̃ gbɔ̃ɔ̃ a bo va ji vwɛ.	11
	L		9	ɔ	sxw-T0064-texts-un	mɔ	ɛmɛ̃ nĩ xwa nɔ̃ je tʃã, ba mɔ̃ lo xwa nɔ̃ gbɔ̃ɔ̃ a bo va ji vwɛ.	11
	H		10	o	sxw-T0064-texts-un	lo	ɛmɛ̃ nĩ xwa nɔ̃ je tʃã, ba mɔ̃ lo xwa nɔ̃ gbɔ̃ɔ̃ a bo va ji vwɛ.	11
	Ø		11	a	sxw-T0064-texts-un	xwa	ɛmɛ̃ nĩ xwa nɔ̃ je tʃã, ba mɔ̃ lo xwa nɔ̃ gbɔ̃ɔ̃ a bo va ji vwɛ.	11
	Ø		12	ɔ	sxw-T0064-texts-un	nɔ	ɛmɛ̃ nĩ xwa nɔ̃ je tʃã, ba mɔ̃ lo xwa nɔ̃ gbɔ̃ɔ̃ a bo va ji vwɛ.	11
	L		13	ɔ	sxw-T0064-texts-un	gbɔɔ	ɛmɛ̃ nĩ xwa nɔ̃ je tʃã, ba mɔ̃ lo xwa nɔ̃ gbɔ̃ɔ̃ a bo va ji vwɛ.	11
	H	%	14	ɔ	sxw-T0064-texts-un	gbɔɔ	ɛmɛ̃ nĩ xwa nɔ̃ je tʃã, ba mɔ̃ lo xwa nɔ̃ gbɔ̃ɔ̃ a bo va ji vwɛ.	11
	H		15	a	sxw-T0064-texts-un	a	ɛmɛ̃ nĩ xwa nɔ̃ je tʃã, ba mɔ̃ lo xwa nɔ̃ gbɔ̃ɔ̃ a bo va ji vwɛ.	11
	Ø		16	o	sxw-T0064-texts-un	bo	ɛmɛ̃ nĩ xwa nɔ̃ je tʃã, ba mɔ̃ lo xwa nɔ̃ gbɔ̃ɔ̃ a bo va ji vwɛ.	11
	L		17	a	sxw-T0064-texts-un	va	ɛmɛ̃ nĩ xwa nɔ̃ je tʃã, ba mɔ̃ lo xwa nɔ̃ gbɔ̃ɔ̃ a bo va ji vwɛ.	11
	Ø		18	i	sxw-T0064-texts-un	ji	ɛmɛ̃ nĩ xwa nɔ̃ je tʃã, ba mɔ̃ lo xwa nɔ̃ gbɔ̃ɔ̃ a bo va ji vwɛ.	11
	L	utt%	19	ɛ	sxw-T0064-texts-un	vwɛ	ɛmɛ̃ nĩ xwa nɔ̃ je tʃã, ba mɔ̃ lo xwa nɔ̃ gbɔ̃ɔ̃ a bo va ji vwɛ.	11
	Ø		1	e	sxw-T0064-texts-un	je	je ba tu oklo la ɲwɛ̃ɖe.	12
	L		2	a	sxw-T0064-texts-un	ba	je ba tu oklo la ɲwɛ̃ɖe.	12
	H		3	u	sxw-T0064-texts-un	tu	je ba tu oklo la ɲwɛ̃ɖe.	12
	Ø		4	o	sxw-T0064-texts-un	oklo	je ba tu oklo la ɲwɛ̃ɖe.	12
	Ø		5	o	sxw-T0064-texts-un	oklo	je ba tu oklo la ɲwɛ̃ɖe.	12
!	H		6	a	sxw-T0064-texts-un	la	je ba tu oklo la ɲwɛ̃ɖe.	12
	H		7	ɛ	sxw-T0064-texts-un	ɲwɛɖe	je ba tu oklo la ɲwɛ̃ɖe.	12
	H	utt%	8	e	sxw-T0064-texts-un	ɲwɛɖe	je ba tu oklo la ɲwɛ̃ɖe.	12
	H		1	a	sxw-T0064-texts-un	na	nã je ɔ̃ twi ɲwɛ̃ɖe, oxɛ ɦɔ̃tũ tɔ̃ je, ɖi takpja je, ɖi oxɛ vo ɖe vo ɖe nĩ le ɦɔ̃tũ je, nã je va, bo va kpɔ̃ tũ oklo la ɔ̃ le tutu, je xɛ̃ je nã kpɔ̃ jovo la  nɔ̃ tʃɛɛ, a bo swɛ.	13
	Ø		2	e	sxw-T0064-texts-un	je	nã je ɔ̃ twi ɲwɛ̃ɖe, oxɛ ɦɔ̃tũ tɔ̃ je, ɖi takpja je, ɖi oxɛ vo ɖe vo ɖe nĩ le ɦɔ̃tũ je, nã je va, bo va kpɔ̃ tũ oklo la ɔ̃ le tutu, je xɛ̃ je nã kpɔ̃ jovo la  nɔ̃ tʃɛɛ, a bo swɛ.	13
	L		3	ɔ	sxw-T0064-texts-un	ɔ	nã je ɔ̃ twi ɲwɛ̃ɖe, oxɛ ɦɔ̃tũ tɔ̃ je, ɖi takpja je, ɖi oxɛ vo ɖe vo ɖe nĩ le ɦɔ̃tũ je, nã je va, bo va kpɔ̃ tũ oklo la ɔ̃ le tutu, je xɛ̃ je nã kpɔ̃ jovo la  nɔ̃ tʃɛɛ, a bo swɛ.	13
	H		4	i	sxw-T0064-texts-un	twi	nã je ɔ̃ twi ɲwɛ̃ɖe, oxɛ ɦɔ̃tũ tɔ̃ je, ɖi takpja je, ɖi oxɛ vo ɖe vo ɖe nĩ le ɦɔ̃tũ je, nã je va, bo va kpɔ̃ tũ oklo la ɔ̃ le tutu, je xɛ̃ je nã kpɔ̃ jovo la  nɔ̃ tʃɛɛ, a bo swɛ.	13
!	H		5	ɛ	sxw-T0064-texts-un	ɲwɛɖe	nã je ɔ̃ twi ɲwɛ̃ɖe, oxɛ ɦɔ̃tũ tɔ̃ je, ɖi takpja je, ɖi oxɛ vo ɖe vo ɖe nĩ le ɦɔ̃tũ je, nã je va, bo va kpɔ̃ tũ oklo la ɔ̃ le tutu, je xɛ̃ je nã kpɔ̃ jovo la  nɔ̃ tʃɛɛ, a bo swɛ.	13
	H	top%	6	e	sxw-T0064-texts-un	ɲwɛɖe	nã je ɔ̃ twi ɲwɛ̃ɖe, oxɛ ɦɔ̃tũ tɔ̃ je, ɖi takpja je, ɖi oxɛ vo ɖe vo ɖe nĩ le ɦɔ̃tũ je, nã je va, bo va kpɔ̃ tũ oklo la ɔ̃ le tutu, je xɛ̃ je nã kpɔ̃ jovo la  nɔ̃ tʃɛɛ, a bo swɛ.	13
	Ø		7	o	sxw-T0064-texts-un	oxɛ	nã je ɔ̃ twi ɲwɛ̃ɖe, oxɛ ɦɔ̃tũ tɔ̃ je, ɖi takpja je, ɖi oxɛ vo ɖe vo ɖe nĩ le ɦɔ̃tũ je, nã je va, bo va kpɔ̃ tũ oklo la ɔ̃ le tutu, je xɛ̃ je nã kpɔ̃ jovo la  nɔ̃ tʃɛɛ, a bo swɛ.	13
	Ø		8	ɛ	sxw-T0064-texts-un	oxɛ	nã je ɔ̃ twi ɲwɛ̃ɖe, oxɛ ɦɔ̃tũ tɔ̃ je, ɖi takpja je, ɖi oxɛ vo ɖe vo ɖe nĩ le ɦɔ̃tũ je, nã je va, bo va kpɔ̃ tũ oklo la ɔ̃ le tutu, je xɛ̃ je nã kpɔ̃ jovo la  nɔ̃ tʃɛɛ, a bo swɛ.	13
	L		9	ɔ	sxw-T0064-texts-un	ɦɔtu	nã je ɔ̃ twi ɲwɛ̃ɖe, oxɛ ɦɔ̃tũ tɔ̃ je, ɖi takpja je, ɖi oxɛ vo ɖe vo ɖe nĩ le ɦɔ̃tũ je, nã je va, bo va kpɔ̃ tũ oklo la ɔ̃ le tutu, je xɛ̃ je nã kpɔ̃ jovo la  nɔ̃ tʃɛɛ, a bo swɛ.	13
	Ø		10	u	sxw-T0064-texts-un	ɦɔtu	nã je ɔ̃ twi ɲwɛ̃ɖe, oxɛ ɦɔ̃tũ tɔ̃ je, ɖi takpja je, ɖi oxɛ vo ɖe vo ɖe nĩ le ɦɔ̃tũ je, nã je va, bo va kpɔ̃ tũ oklo la ɔ̃ le tutu, je xɛ̃ je nã kpɔ̃ jovo la  nɔ̃ tʃɛɛ, a bo swɛ.	13
	Ø		11	ɔ	sxw-T0064-texts-un	tɔ	nã je ɔ̃ twi ɲwɛ̃ɖe, oxɛ ɦɔ̃tũ tɔ̃ je, ɖi takpja je, ɖi oxɛ vo ɖe vo ɖe nĩ le ɦɔ̃tũ je, nã je va, bo va kpɔ̃ tũ oklo la ɔ̃ le tutu, je xɛ̃ je nã kpɔ̃ jovo la  nɔ̃ tʃɛɛ, a bo swɛ.	13
	Ø	top%	12	e	sxw-T0064-texts-un	je	nã je ɔ̃ twi ɲwɛ̃ɖe, oxɛ ɦɔ̃tũ tɔ̃ je, ɖi takpja je, ɖi oxɛ vo ɖe vo ɖe nĩ le ɦɔ̃tũ je, nã je va, bo va kpɔ̃ tũ oklo la ɔ̃ le tutu, je xɛ̃ je nã kpɔ̃ jovo la  nɔ̃ tʃɛɛ, a bo swɛ.	13
	Ø		13	i	sxw-T0064-texts-un	ɖi	nã je ɔ̃ twi ɲwɛ̃ɖe, oxɛ ɦɔ̃tũ tɔ̃ je, ɖi takpja je, ɖi oxɛ vo ɖe vo ɖe nĩ le ɦɔ̃tũ je, nã je va, bo va kpɔ̃ tũ oklo la ɔ̃ le tutu, je xɛ̃ je nã kpɔ̃ jovo la  nɔ̃ tʃɛɛ, a bo swɛ.	13
	Ø		14	a	sxw-T0064-texts-un	takpja	nã je ɔ̃ twi ɲwɛ̃ɖe, oxɛ ɦɔ̃tũ tɔ̃ je, ɖi takpja je, ɖi oxɛ vo ɖe vo ɖe nĩ le ɦɔ̃tũ je, nã je va, bo va kpɔ̃ tũ oklo la ɔ̃ le tutu, je xɛ̃ je nã kpɔ̃ jovo la  nɔ̃ tʃɛɛ, a bo swɛ.	13
	Ø		15	a	sxw-T0064-texts-un	takpja	nã je ɔ̃ twi ɲwɛ̃ɖe, oxɛ ɦɔ̃tũ tɔ̃ je, ɖi takpja je, ɖi oxɛ vo ɖe vo ɖe nĩ le ɦɔ̃tũ je, nã je va, bo va kpɔ̃ tũ oklo la ɔ̃ le tutu, je xɛ̃ je nã kpɔ̃ jovo la  nɔ̃ tʃɛɛ, a bo swɛ.	13
	Ø	top%	16	e	sxw-T0064-texts-un	je	nã je ɔ̃ twi ɲwɛ̃ɖe, oxɛ ɦɔ̃tũ tɔ̃ je, ɖi takpja je, ɖi oxɛ vo ɖe vo ɖe nĩ le ɦɔ̃tũ je, nã je va, bo va kpɔ̃ tũ oklo la ɔ̃ le tutu, je xɛ̃ je nã kpɔ̃ jovo la  nɔ̃ tʃɛɛ, a bo swɛ.	13
	Ø		17	i	sxw-T0064-texts-un	ɖi	nã je ɔ̃ twi ɲwɛ̃ɖe, oxɛ ɦɔ̃tũ tɔ̃ je, ɖi takpja je, ɖi oxɛ vo ɖe vo ɖe nĩ le ɦɔ̃tũ je, nã je va, bo va kpɔ̃ tũ oklo la ɔ̃ le tutu, je xɛ̃ je nã kpɔ̃ jovo la  nɔ̃ tʃɛɛ, a bo swɛ.	13
	Ø		18	o	sxw-T0064-texts-un	oxɛ	nã je ɔ̃ twi ɲwɛ̃ɖe, oxɛ ɦɔ̃tũ tɔ̃ je, ɖi takpja je, ɖi oxɛ vo ɖe vo ɖe nĩ le ɦɔ̃tũ je, nã je va, bo va kpɔ̃ tũ oklo la ɔ̃ le tutu, je xɛ̃ je nã kpɔ̃ jovo la  nɔ̃ tʃɛɛ, a bo swɛ.	13
	Ø		19	ɛ	sxw-T0064-texts-un	oxɛ	nã je ɔ̃ twi ɲwɛ̃ɖe, oxɛ ɦɔ̃tũ tɔ̃ je, ɖi takpja je, ɖi oxɛ vo ɖe vo ɖe nĩ le ɦɔ̃tũ je, nã je va, bo va kpɔ̃ tũ oklo la ɔ̃ le tutu, je xɛ̃ je nã kpɔ̃ jovo la  nɔ̃ tʃɛɛ, a bo swɛ.	13
	L		20	o	sxw-T0064-texts-un	vo	nã je ɔ̃ twi ɲwɛ̃ɖe, oxɛ ɦɔ̃tũ tɔ̃ je, ɖi takpja je, ɖi oxɛ vo ɖe vo ɖe nĩ le ɦɔ̃tũ je, nã je va, bo va kpɔ̃ tũ oklo la ɔ̃ le tutu, je xɛ̃ je nã kpɔ̃ jovo la  nɔ̃ tʃɛɛ, a bo swɛ.	13
	H		21	e	sxw-T0064-texts-un	ɖe	nã je ɔ̃ twi ɲwɛ̃ɖe, oxɛ ɦɔ̃tũ tɔ̃ je, ɖi takpja je, ɖi oxɛ vo ɖe vo ɖe nĩ le ɦɔ̃tũ je, nã je va, bo va kpɔ̃ tũ oklo la ɔ̃ le tutu, je xɛ̃ je nã kpɔ̃ jovo la  nɔ̃ tʃɛɛ, a bo swɛ.	13
	L		22	o	sxw-T0064-texts-un	vo	nã je ɔ̃ twi ɲwɛ̃ɖe, oxɛ ɦɔ̃tũ tɔ̃ je, ɖi takpja je, ɖi oxɛ vo ɖe vo ɖe nĩ le ɦɔ̃tũ je, nã je va, bo va kpɔ̃ tũ oklo la ɔ̃ le tutu, je xɛ̃ je nã kpɔ̃ jovo la  nɔ̃ tʃɛɛ, a bo swɛ.	13
	H		23	e	sxw-T0064-texts-un	ɖe	nã je ɔ̃ twi ɲwɛ̃ɖe, oxɛ ɦɔ̃tũ tɔ̃ je, ɖi takpja je, ɖi oxɛ vo ɖe vo ɖe nĩ le ɦɔ̃tũ je, nã je va, bo va kpɔ̃ tũ oklo la ɔ̃ le tutu, je xɛ̃ je nã kpɔ̃ jovo la  nɔ̃ tʃɛɛ, a bo swɛ.	13
!	H		24	i	sxw-T0064-texts-un	ni	nã je ɔ̃ twi ɲwɛ̃ɖe, oxɛ ɦɔ̃tũ tɔ̃ je, ɖi takpja je, ɖi oxɛ vo ɖe vo ɖe nĩ le ɦɔ̃tũ je, nã je va, bo va kpɔ̃ tũ oklo la ɔ̃ le tutu, je xɛ̃ je nã kpɔ̃ jovo la  nɔ̃ tʃɛɛ, a bo swɛ.	13
	Ø		25	e	sxw-T0064-texts-un	le	nã je ɔ̃ twi ɲwɛ̃ɖe, oxɛ ɦɔ̃tũ tɔ̃ je, ɖi takpja je, ɖi oxɛ vo ɖe vo ɖe nĩ le ɦɔ̃tũ je, nã je va, bo va kpɔ̃ tũ oklo la ɔ̃ le tutu, je xɛ̃ je nã kpɔ̃ jovo la  nɔ̃ tʃɛɛ, a bo swɛ.	13
	L		26	ɔ	sxw-T0064-texts-un	ɦɔtu	nã je ɔ̃ twi ɲwɛ̃ɖe, oxɛ ɦɔ̃tũ tɔ̃ je, ɖi takpja je, ɖi oxɛ vo ɖe vo ɖe nĩ le ɦɔ̃tũ je, nã je va, bo va kpɔ̃ tũ oklo la ɔ̃ le tutu, je xɛ̃ je nã kpɔ̃ jovo la  nɔ̃ tʃɛɛ, a bo swɛ.	13
	Ø		27	u	sxw-T0064-texts-un	ɦɔtu	nã je ɔ̃ twi ɲwɛ̃ɖe, oxɛ ɦɔ̃tũ tɔ̃ je, ɖi takpja je, ɖi oxɛ vo ɖe vo ɖe nĩ le ɦɔ̃tũ je, nã je va, bo va kpɔ̃ tũ oklo la ɔ̃ le tutu, je xɛ̃ je nã kpɔ̃ jovo la  nɔ̃ tʃɛɛ, a bo swɛ.	13
	Ø	top%	28	e	sxw-T0064-texts-un	je	nã je ɔ̃ twi ɲwɛ̃ɖe, oxɛ ɦɔ̃tũ tɔ̃ je, ɖi takpja je, ɖi oxɛ vo ɖe vo ɖe nĩ le ɦɔ̃tũ je, nã je va, bo va kpɔ̃ tũ oklo la ɔ̃ le tutu, je xɛ̃ je nã kpɔ̃ jovo la  nɔ̃ tʃɛɛ, a bo swɛ.	13
	H		29	a	sxw-T0064-texts-un	na	nã je ɔ̃ twi ɲwɛ̃ɖe, oxɛ ɦɔ̃tũ tɔ̃ je, ɖi takpja je, ɖi oxɛ vo ɖe vo ɖe nĩ le ɦɔ̃tũ je, nã je va, bo va kpɔ̃ tũ oklo la ɔ̃ le tutu, je xɛ̃ je nã kpɔ̃ jovo la  nɔ̃ tʃɛɛ, a bo swɛ.	13
	Ø		30	e	sxw-T0064-texts-un	je	nã je ɔ̃ twi ɲwɛ̃ɖe, oxɛ ɦɔ̃tũ tɔ̃ je, ɖi takpja je, ɖi oxɛ vo ɖe vo ɖe nĩ le ɦɔ̃tũ je, nã je va, bo va kpɔ̃ tũ oklo la ɔ̃ le tutu, je xɛ̃ je nã kpɔ̃ jovo la  nɔ̃ tʃɛɛ, a bo swɛ.	13
	L	%	31	a	sxw-T0064-texts-un	va	nã je ɔ̃ twi ɲwɛ̃ɖe, oxɛ ɦɔ̃tũ tɔ̃ je, ɖi takpja je, ɖi oxɛ vo ɖe vo ɖe nĩ le ɦɔ̃tũ je, nã je va, bo va kpɔ̃ tũ oklo la ɔ̃ le tutu, je xɛ̃ je nã kpɔ̃ jovo la  nɔ̃ tʃɛɛ, a bo swɛ.	13
	Ø		32	o	sxw-T0064-texts-un	bo	nã je ɔ̃ twi ɲwɛ̃ɖe, oxɛ ɦɔ̃tũ tɔ̃ je, ɖi takpja je, ɖi oxɛ vo ɖe vo ɖe nĩ le ɦɔ̃tũ je, nã je va, bo va kpɔ̃ tũ oklo la ɔ̃ le tutu, je xɛ̃ je nã kpɔ̃ jovo la  nɔ̃ tʃɛɛ, a bo swɛ.	13
	L		33	a	sxw-T0064-texts-un	va	nã je ɔ̃ twi ɲwɛ̃ɖe, oxɛ ɦɔ̃tũ tɔ̃ je, ɖi takpja je, ɖi oxɛ vo ɖe vo ɖe nĩ le ɦɔ̃tũ je, nã je va, bo va kpɔ̃ tũ oklo la ɔ̃ le tutu, je xɛ̃ je nã kpɔ̃ jovo la  nɔ̃ tʃɛɛ, a bo swɛ.	13
	H		34	ɔ	sxw-T0064-texts-un	kpɔ	nã je ɔ̃ twi ɲwɛ̃ɖe, oxɛ ɦɔ̃tũ tɔ̃ je, ɖi takpja je, ɖi oxɛ vo ɖe vo ɖe nĩ le ɦɔ̃tũ je, nã je va, bo va kpɔ̃ tũ oklo la ɔ̃ le tutu, je xɛ̃ je nã kpɔ̃ jovo la  nɔ̃ tʃɛɛ, a bo swɛ.	13
	Ø		35	u	sxw-T0064-texts-un	tu	nã je ɔ̃ twi ɲwɛ̃ɖe, oxɛ ɦɔ̃tũ tɔ̃ je, ɖi takpja je, ɖi oxɛ vo ɖe vo ɖe nĩ le ɦɔ̃tũ je, nã je va, bo va kpɔ̃ tũ oklo la ɔ̃ le tutu, je xɛ̃ je nã kpɔ̃ jovo la  nɔ̃ tʃɛɛ, a bo swɛ.	13
	Ø		36	o	sxw-T0064-texts-un	oklo	nã je ɔ̃ twi ɲwɛ̃ɖe, oxɛ ɦɔ̃tũ tɔ̃ je, ɖi takpja je, ɖi oxɛ vo ɖe vo ɖe nĩ le ɦɔ̃tũ je, nã je va, bo va kpɔ̃ tũ oklo la ɔ̃ le tutu, je xɛ̃ je nã kpɔ̃ jovo la  nɔ̃ tʃɛɛ, a bo swɛ.	13
	Ø		37	o	sxw-T0064-texts-un	oklo	nã je ɔ̃ twi ɲwɛ̃ɖe, oxɛ ɦɔ̃tũ tɔ̃ je, ɖi takpja je, ɖi oxɛ vo ɖe vo ɖe nĩ le ɦɔ̃tũ je, nã je va, bo va kpɔ̃ tũ oklo la ɔ̃ le tutu, je xɛ̃ je nã kpɔ̃ jovo la  nɔ̃ tʃɛɛ, a bo swɛ.	13
!	H		38	a	sxw-T0064-texts-un	la	nã je ɔ̃ twi ɲwɛ̃ɖe, oxɛ ɦɔ̃tũ tɔ̃ je, ɖi takpja je, ɖi oxɛ vo ɖe vo ɖe nĩ le ɦɔ̃tũ je, nã je va, bo va kpɔ̃ tũ oklo la ɔ̃ le tutu, je xɛ̃ je nã kpɔ̃ jovo la  nɔ̃ tʃɛɛ, a bo swɛ.	13
	L		39	ɔ	sxw-T0064-texts-un	ɔ	nã je ɔ̃ twi ɲwɛ̃ɖe, oxɛ ɦɔ̃tũ tɔ̃ je, ɖi takpja je, ɖi oxɛ vo ɖe vo ɖe nĩ le ɦɔ̃tũ je, nã je va, bo va kpɔ̃ tũ oklo la ɔ̃ le tutu, je xɛ̃ je nã kpɔ̃ jovo la  nɔ̃ tʃɛɛ, a bo swɛ.	13
	Ø		40	e	sxw-T0064-texts-un	le	nã je ɔ̃ twi ɲwɛ̃ɖe, oxɛ ɦɔ̃tũ tɔ̃ je, ɖi takpja je, ɖi oxɛ vo ɖe vo ɖe nĩ le ɦɔ̃tũ je, nã je va, bo va kpɔ̃ tũ oklo la ɔ̃ le tutu, je xɛ̃ je nã kpɔ̃ jovo la  nɔ̃ tʃɛɛ, a bo swɛ.	13
	H		41	u	sxw-T0064-texts-un	tutu	nã je ɔ̃ twi ɲwɛ̃ɖe, oxɛ ɦɔ̃tũ tɔ̃ je, ɖi takpja je, ɖi oxɛ vo ɖe vo ɖe nĩ le ɦɔ̃tũ je, nã je va, bo va kpɔ̃ tũ oklo la ɔ̃ le tutu, je xɛ̃ je nã kpɔ̃ jovo la  nɔ̃ tʃɛɛ, a bo swɛ.	13
	H	top%	42	u	sxw-T0064-texts-un	tutu	nã je ɔ̃ twi ɲwɛ̃ɖe, oxɛ ɦɔ̃tũ tɔ̃ je, ɖi takpja je, ɖi oxɛ vo ɖe vo ɖe nĩ le ɦɔ̃tũ je, nã je va, bo va kpɔ̃ tũ oklo la ɔ̃ le tutu, je xɛ̃ je nã kpɔ̃ jovo la  nɔ̃ tʃɛɛ, a bo swɛ.	13
	Ø		43	e	sxw-T0064-texts-un	je	nã je ɔ̃ twi ɲwɛ̃ɖe, oxɛ ɦɔ̃tũ tɔ̃ je, ɖi takpja je, ɖi oxɛ vo ɖe vo ɖe nĩ le ɦɔ̃tũ je, nã je va, bo va kpɔ̃ tũ oklo la ɔ̃ le tutu, je xɛ̃ je nã kpɔ̃ jovo la  nɔ̃ tʃɛɛ, a bo swɛ.	13
	Ø		44	ɛ	sxw-T0064-texts-un	xɛ	nã je ɔ̃ twi ɲwɛ̃ɖe, oxɛ ɦɔ̃tũ tɔ̃ je, ɖi takpja je, ɖi oxɛ vo ɖe vo ɖe nĩ le ɦɔ̃tũ je, nã je va, bo va kpɔ̃ tũ oklo la ɔ̃ le tutu, je xɛ̃ je nã kpɔ̃ jovo la  nɔ̃ tʃɛɛ, a bo swɛ.	13
	Ø		45	e	sxw-T0064-texts-un	je	nã je ɔ̃ twi ɲwɛ̃ɖe, oxɛ ɦɔ̃tũ tɔ̃ je, ɖi takpja je, ɖi oxɛ vo ɖe vo ɖe nĩ le ɦɔ̃tũ je, nã je va, bo va kpɔ̃ tũ oklo la ɔ̃ le tutu, je xɛ̃ je nã kpɔ̃ jovo la  nɔ̃ tʃɛɛ, a bo swɛ.	13
	Ø		46	a	sxw-T0064-texts-un	na	nã je ɔ̃ twi ɲwɛ̃ɖe, oxɛ ɦɔ̃tũ tɔ̃ je, ɖi takpja je, ɖi oxɛ vo ɖe vo ɖe nĩ le ɦɔ̃tũ je, nã je va, bo va kpɔ̃ tũ oklo la ɔ̃ le tutu, je xɛ̃ je nã kpɔ̃ jovo la  nɔ̃ tʃɛɛ, a bo swɛ.	13
